"Records","410","435","460","485","510","535","560","585","610","645","680","705","730","760","810","860","900","940","Capacitity Moist","Temp","Moist","EC (u/10 gram)","Ph","Nitro (mg/10 g)","Posh Nitro (mg/10 g)","Pota Nitro (mg/10 g)"
"187_50ml-10","741.7","147.35","363.64","94.56","173.06","162.1","26.9","31.5","124.83","42.94","79.79","8.59","17.8","17.71","32.44","102.74","14.4","7.08","2310","37.3","21.9","2","7.88","0.15","0.21","0.53"
"187_50ml-2","744.01","147.35","363.64","94.56","173.06","162.1","26.9","31.5","125.98","42.94","79.79","8.59","17.8","17.71","32.44","102.74","14.4","7.08","2301","37.3","22.2","2","7.18","0.15","0.21","0.53"
"187_50ml-3","744.01","147.35","363.64","92.02","173.06","157.18","25.99","30.68","122.51","42.94","73.81","8.59","16.99","17.71","32.44","99.42","14.4","6.2","2313","37.3","22.1","2","7.18","0.15","0.21","0.53"
"187_50ml-4","743.24","147.35","363.64","101.31","173.06","173.32","28.73","33.54","135.23","42.94","79.79","9.3","18.61","18.52","32.44","108.26","14.4","7.08","2350","37.3","22","2","7.87","0.15","0.21","0.53"
"187_50ml-5","742.47","147.35","363.64","92.02","173.06","157.89","26.45","30.68","122.51","42.94","73.81","8.59","16.99","17.71","32.44","99.42","14.4","6.2","2320","37.3","22","2","7.87","0.15","0.21","0.53"
"187_50ml-6","742.47","147.35","363.64","94.56","173.06","162.1","26.9","31.5","125.98","42.94","79.79","8.59","17.8","17.71","32.44","102.74","14.4","6.2","2314","37.3","22","2","7.87","0.15","0.21","0.53"
"187_50ml-7","742.47","147.35","363.64","92.02","173.06","157.89","26.45","30.68","122.51","42.94","74.8","8.59","16.99","17.71","32.44","100.53","14.4","6.2","2330","37.3","22","2","7.87","0.15","0.21","0.53"
"187_50ml-8","741.7","147.35","363.64","88.65","173.06","150.17","25.08","29.45","116.74","42.94","78.79","8.23","16.18","16.91","32.44","96.11","14.4","6.2","2315","37.3","22","2","7.88","0.15","0.21","0.53"
"187_50ml-9","741.7","147.35","363.64","92.02","173.06","157.18","25.99","30.68","121.36","42.94","74.8","8.59","16.99","17.71","32.44","99.42","14.4","6.2","2312","37.3","21.9","2","7.88","0.15","0.21","0.53"
"19_50ml-1","737.09","144.48","352.76","95.4","170.07","154.38","30.09","34.36","139.85","45.58","92.76","9.3","16.18","15.3","35.86","127.04","14.98","7.08","2311","38.5","32.3","2.75","7.34","0.19","0.26","0.66"
"19_50ml-10","728.62","143.53","349.13","95.4","167.82","155.08","29.18","33.54","139.85","45.2","93.75","8.94","16.18","16.1","35","129.25","14.98","7.08","2302","38.5","31.6","2.78","7.88","0.19","0.26","0.66"
"19_50ml-2","735.55","144.48","351.85","93.71","170.07","151.57","28.73","33.13","136.38","45.58","86.77","8.94","15.37","15.3","35","124.83","14.98","6.2","2307","38.5","31.8","2.75","7.54","0.19","0.26","0.66"
"19_50ml-3","734.01","144.48","351.85","89.49","170.07","143.85","27.81","31.5","129.45","45.58","92.76","8.59","15.37","14.49","35.86","120.41","14.98","6.2","2385","38.5","31.8","2.76","7.54","0.19","0.26","0.66"
"19_50ml-4","732.47","144.48","350.94","93.71","169.32","150.87","28.73","32.73","136.38","45.58","86.77","8.94","15.37","15.3","35","124.83","14.98","6.2","2309","38.5","31.6","2.77","7.54","0.19","0.26","0.66"
"19_50ml-5","731.7","144.48","350.94","93.71","169.32","151.57","28.27","32.73","136.38","45.2","86.77","8.94","15.37","15.3","35","124.83","14.98","6.2","2319","38.5","31.6","2.77","7.54","0.19","0.26","0.66"
"19_50ml-6","730.93","143.53","350.04","92.87","168.57","150.17","28.27","32.73","135.23","45.2","86.77","8.94","15.37","15.3","35","124.83","14.98","6.2","2302","38.5","31.7","2.77","7.87","0.19","0.26","0.66"
"19_50ml-7","730.93","143.53","350.04","93.71","168.57","150.87","28.27","32.73","136.38","45.2","86.77","8.94","15.37","15.3","35","125.94","14.98","6.2","2302","38.5","31.7","2.77","7.87","0.19","0.26","0.66"
"19_50ml-8","729.39","143.53","350.04","92.87","168.57","150.87","28.27","32.32","135.23","45.2","86.77","8.94","15.37","15.3","35","125.94","14.98","6.2","2335","38.5","31.7","2.78","7.87","0.19","0.26","0.66"
"19_50ml-9","728.62","143.53","349.13","92.87","168.57","150.87","28.27","32.32","136.38","45.2","86.77","8.94","15.37","15.3","35","125.94","14.98","6.2","2310","38.5","31.7","2.77","7.88","0.19","0.26","0.66"
"192_50ml-1","740.16","149.27","348.22","94.56","148.34","155.78","27.81","31.5","112.11","39.17","73.81","7.87","14.56","15.3","26.47","85.06","12.1","6.2","2292","37.9","25.8","2","7.63","0.15","0.21","0.53"
"192_50ml-10","726.32","143.53","329.18","88.65","148.34","144.55","25.08","28.63","104.02","38.8","73.81","7.51","13.75","14.49","26.47","80.64","12.1","6.2","2318","37.9","25.7","2.03","7.88","0.15","0.21","0.54"
"192_50ml-2","738.63","147.35","346.41","82.74","148.34","131.22","23.71","27","94.78","39.17","68.82","6.8","12.13","12.88","26.47","78.43","12.1","6.2","2326","37.9","25.5","2","7.63","0.15","0.21","0.53"
"192_50ml-3","734.78","147.35","344.59","88.65","148.34","144.55","25.53","29.04","104.02","39.17","73.81","7.51","13.75","14.49","26.47","80.64","12.1","6.2","2323","37.9","25.8","2.01","7.02","0.15","0.21","0.53"
"192_50ml-4","734.01","147.35","341.87","82.74","148.34","134.03","23.71","27","95.93","39.17","73.81","6.8","12.13","12.88","26.47","75.12","12.1","6.2","2325","37.9","25.8","2.01","7.02","0.15","0.21","0.53"
"192_50ml-5","731.7","146.4","338.25","87.8","148.34","142.45","25.53","29.04","102.87","38.8","73.81","7.51","13.75","13.69","26.47","79.54","12.1","6.2","2331","37.9","26.1","2.01","7.02","0.15","0.21","0.53"
"192_50ml-6","730.93","145.44","335.53","86.11","148.34","140.34","24.62","28.23","100.55","38.8","68.82","7.15","12.94","13.69","26.47","78.43","12.1","6.2","2317","37.9","26.1","2.02","7.02","0.15","0.21","0.53"
"192_50ml-7","730.16","145.44","332.81","90.34","148.34","145.25","25.53","29.04","105.18","39.17","73.81","7.51","13.75","14.49","26.47","85.06","12.1","6.2","2328","37.9","26.1","2.02","7.88","0.15","0.21","0.53"
"192_50ml-8","728.62","144.48","330.99","94.56","148.34","155.08","26.9","30.68","110.96","38.8","74.8","7.87","14.56","15.3","26.47","85.06","12.1","6.2","2316","37.9","25.8","2.02","7.88","0.15","0.21","0.53"
"192_50ml-9","727.09","143.53","329.18","87.8","148.34","143.15","25.08","28.63","102.87","38.8","73.81","7.15","13.75","13.69","26.47","79.54","12.1","6.2","2290","37.9","25.7","2.02","7.88","0.15","0.21","0.53"
"199_50ml-1","727.85","142.57","357.29","90.34","174.56","153.67","23.25","27","122.51","39.17","84.78","7.87","16.18","15.3","35","102.74","13.25","6.2","2347","32.1","25.8","2.24","7.57","0.16","0.22","0.57"
"199_50ml-10","724.78","141.61","355.48","92.02","172.32","161.39","24.17","28.23","129.45","39.55","78.79","7.87","16.99","16.1","35","106.05","13.25","6.2","2351","32.1","25.3","2.26","7.2","0.17","0.23","0.58"
"199_50ml-2","727.85","142.57","357.29","96.25","173.81","167.71","24.62","29.04","134.07","39.17","84.78","8.23","16.99","16.91","35","109.37","13.25","6.2","2362","32.1","25.8","2.24","7.57","0.16","0.22","0.57"
"199_50ml-3","726.32","142.57","356.38","95.4","173.81","167.01","24.62","29.04","134.07","39.17","84.78","8.23","16.99","16.91","35","108.26","13.25","6.2","2351","32.1","25.6","2.24","7.27","0.16","0.23","0.57"
"199_50ml-4","726.32","142.57","357.29","95.4","173.06","167.71","25.08","29.04","134.07","39.55","83.78","8.23","16.99","16.91","35","108.26","13.25","7.08","2343","32.1","25.6","2.25","7.27","0.17","0.23","0.57"
"199_50ml-5","726.32","141.61","356.38","95.4","173.06","167.01","25.08","29.04","134.07","39.55","83.78","8.23","16.99","16.91","35","108.26","13.25","6.2","2346","32.1","25.6","2.26","7.27","0.17","0.23","0.57"
"199_50ml-6","725.55","141.61","356.38","92.87","172.32","161.39","24.17","28.23","129.45","39.55","78.79","7.87","16.18","16.1","34.15","104.95","13.25","6.2","2341","32.1","25.4","2.25","7.27","0.17","0.23","0.57"
"199_50ml-7","724.01","141.61","355.48","92.87","172.32","161.39","24.17","28.23","129.45","39.55","79.79","7.87","16.18","16.1","35","106.05","13.25","6.2","2346","32.1","25.4","2.26","7.2","0.17","0.23","0.58"
"199_50ml-8","724.01","141.61","354.57","93.71","172.32","164.2","24.62","28.63","131.76","39.55","84.78","8.23","16.99","16.91","35","107.16","13.25","6.2","2340","32.1","25.4","2.27","7.2","0.17","0.23","0.58"
"199_50ml-9","724.01","141.61","355.48","87.8","172.32","149.46","22.34","26.59","120.2","39.55","79.79","7.51","15.37","15.3","35","106.05","13.25","6.2","2337","32.1","25.3","2.27","7.2","0.17","0.23","0.58"
"204_50ml-1","678.61","132.04","330.09","82.74","155.08","139.64","22.34","25.77","102.87","38.04","72.81","7.15","12.94","12.88","27.32","75.12","12.1","6.2","2316","38","25.6","3.13","7.66","0.21","0.29","0.72"
"204_50ml-10","677.07","133","330.99","86.11","155.83","145.96","23.25","27","107.49","38.42","67.82","7.51","13.75","13.69","27.32","78.43","12.1","6.2","2298","38","26.5","3.21","6.88","0.21","0.29","0.74"
"204_50ml-2","677.84","132.04","330.09","88.65","155.83","150.87","24.17","27.82","110.96","38.42","73.81","7.87","13.75","13.69","27.32","80.64","12.1","6.2","2327","38","25.6","3.14","7.66","0.21","0.29","0.73"
"204_50ml-3","677.84","133","330.99","87.8","155.83","150.17","24.17","27.82","110.96","38.42","73.81","7.87","13.75","13.69","27.32","79.54","12.1","6.2","2298","38","25.9","3.15","6.94","0.21","0.29","0.73"
"204_50ml-4","677.07","132.04","330.99","86.96","155.08","147.36","23.71","27.41","109.8","38.42","72.81","7.51","13.75","13.69","27.32","78.43","12.1","6.2","2310","38","25.9","3.16","6.94","0.21","0.29","0.73"
"204_50ml-5","677.07","132.04","330.99","88.65","155.83","150.87","24.17","27.82","112.11","38.42","73.81","7.87","13.75","13.69","27.32","80.64","12.1","6.2","2310","38","26.2","3.17","6.94","0.21","0.29","0.73"
"204_50ml-6","677.07","132.04","330.99","86.11","155.83","145.96","23.25","27","107.49","38.42","67.82","7.51","13.75","13.69","27.32","78.43","12.1","6.2","2311","38","26.3","3.19","6.94","0.21","0.29","0.73"
"204_50ml-7","677.07","132.04","330.99","86.11","155.83","145.96","23.25","27","108.64","38.42","67.82","7.51","13.75","13.69","27.32","78.43","12.1","6.2","2363","38","26.3","3.19","6.88","0.21","0.29","0.73"
"204_50ml-8","677.84","133","330.09","88.65","155.08","150.17","23.71","27.82","110.96","38.42","72.81","7.87","13.75","13.69","27.32","79.54","12.1","6.2","2307","38","26.3","3.19","6.88","0.21","0.29","0.73"
"204_50ml-9","677.07","133","330.99","88.65","155.83","150.87","24.17","27.82","110.96","38.42","72.81","7.87","13.75","14.49","27.32","80.64","12.1","6.2","2335","38","26.5","3.2","6.88","0.21","0.29","0.73"
"205_50ml-1","730.16","153.1","395.38","92.02","169.32","164.9","27.36","29.86","115.58","39.93","81.78","8.23","15.37","16.91","29.88","95","12.67","6.2","2245","38.4","20","2","7.64","0.15","0.21","0.53"
"205_50ml-10","727.85","152.14","389.94","92.02","168.57","163.5","27.36","29.86","115.58","39.93","81.78","8.23","15.37","16.1","29.88","95","12.67","6.2","2305","38.4","18.1","2","7.3","0.15","0.21","0.53"
"205_50ml-2","729.39","153.1","393.56","93.71","168.57","164.2","27.36","30.27","115.58","39.93","81.78","8.23","15.37","16.1","29.88","100.53","12.67","6.2","2287","38.4","20","2","7.64","0.15","0.21","0.53"
"205_50ml-3","727.85","153.1","393.56","92.87","168.57","162.8","27.36","29.86","114.42","39.93","81.78","8.23","15.37","16.91","29.88","99.42","12.67","6.2","2311","38.4","19","2","7.64","0.15","0.21","0.53"
"205_50ml-4","727.09","152.14","393.56","92.87","168.57","162.8","27.36","29.86","114.42","39.93","81.78","8.23","15.37","16.1","29.88","95","12.67","6.2","2301","38.4","19","2","7.64","0.15","0.21","0.53"
"205_50ml-5","727.85","152.14","392.66","92.87","168.57","162.8","27.36","29.86","114.42","39.93","81.78","8.23","15.37","16.1","29.88","95","12.67","6.2","2305","38.4","18.9","2","7.39","0.15","0.21","0.53"
"205_50ml-6","727.85","152.14","391.75","91.18","168.57","162.1","26.9","29.86","114.42","39.93","81.78","7.87","15.37","16.1","29.88","93.9","12.67","6.2","2305","38.4","18.4","2","7.39","0.15","0.21","0.53"
"205_50ml-7","727.85","152.14","390.84","90.34","167.82","162.1","27.36","29.86","114.42","39.93","81.78","8.23","15.37","16.1","29.88","93.9","12.67","6.2","2305","38.4","18.4","2","7.39","0.15","0.21","0.53"
"205_50ml-8","727.85","152.14","389.94","92.02","168.57","164.9","27.36","30.27","116.74","39.93","80.79","8.23","15.37","16.91","29.88","95","12.67","6.2","2278","38.4","18.4","2","7.39","0.15","0.21","0.53"
"205_50ml-9","727.85","152.14","389.94","92.02","168.57","163.5","27.36","29.86","115.58","39.93","81.78","8.23","15.37","16.1","29.88","95","12.67","6.2","2298","38.4","18.1","2","7.3","0.15","0.21","0.53"
"207_50ml-1","864.04","139.7","332.81","102.16","179.81","144.55","44.69","49.5","102.87","57.25","70.81","8.23","12.94","13.69","25.61","77.33","12.67","7.08","2331","37.8","26.5","2.27","7.4","0.17","0.23","0.58"
"207_50ml-10","869.42","138.74","330.99","108.91","192.54","148.06","47.88","52.77","107.49","56.5","68.82","8.59","13.75","13.69","25.61","74.02","13.25","7.08","2342","37.8","26.5","2.29","8.07","0.17","0.23","0.58"
"207_50ml-2","881.73","139.7","334.62","104.69","182.06","148.76","46.05","51.54","106.33","57.25","70.81","8.59","13.75","13.69","25.61","74.02","12.67","6.2","2358","37.8","26.5","2.28","7.4","0.17","0.23","0.58"
"207_50ml-3","877.12","141.61","338.25","105.53","185.05","148.06","46.05","51.13","105.18","56.88","70.81","8.59","13.75","13.69","25.61","74.02","12.67","6.2","2355","37.8","26.5","2.28","7.87","0.17","0.23","0.58"
"207_50ml-4","879.43","140.66","334.62","115.66","185.8","160.69","50.16","55.22","115.58","56.5","70.81","9.3","14.56","14.49","25.61","79.54","12.67","7.08","2353","37.8","26.5","2.29","7.87","0.17","0.23","0.58"
"207_50ml-5","881.73","139.7","330.99","107.22","185.8","146.66","46.51","51.54","106.33","56.5","69.82","8.59","13.75","13.69","25.61","74.02","12.67","6.2","2355","37.8","26.5","2.29","7.87","0.17","0.23","0.58"
"207_50ml-6","877.12","139.7","330.99","105.53","187.3","143.85","45.6","49.91","104.02","56.5","64.83","8.23","12.94","13.69","25.61","72.91","12.67","6.2","2355","37.8","26.5","2.29","7.87","0.17","0.23","0.58"
"207_50ml-7","869.42","139.7","330.99","109.75","189.55","148.76","46.97","51.95","107.49","56.5","69.82","8.59","13.75","13.69","25.61","74.02","12.67","6.2","2353","37.8","26.5","2.29","7.88","0.17","0.23","0.58"
"207_50ml-8","873.27","139.7","330.99","108.91","190.3","148.06","47.88","52.36","107.49","56.5","69.82","8.59","13.75","13.69","25.61","74.02","12.67","7.08","2358","37.8","26.5","2.3","7.88","0.17","0.23","0.58"
"207_50ml-9","872.5","138.74","330.99","108.91","191.05","148.76","47.88","52.36","107.49","56.5","69.82","8.59","13.75","13.69","25.61","74.02","12.67","6.2","2345","37.8","26.5","2.3","7.88","0.17","0.23","0.58"
"209_50ml-1","657.07","125.35","313.76","83.58","144.6","141.75","20.97","23.73","89","32.39","56.85","6.44","12.13","12.08","22.2","60.76","10.95","6.2","2370","37","23.8","2.03","8.07","0.15","0.21","0.54"
"209_50ml-10","656.3","126.3","313.76","85.27","144.6","141.75","20.97","23.73","89","32.39","55.85","6.8","12.13","12.88","22.2","64.07","10.95","6.2","2366","37.1","23.6","2.05","7.97","0.16","0.21","0.54"
"209_50ml-2","657.07","125.35","313.76","81.89","144.6","138.94","20.52","23.32","86.68","32.39","51.86","6.44","12.13","12.08","22.2","59.65","10.95","6.2","2332","37.1","23.7","2.05","8.07","0.16","0.21","0.54"
"209_50ml-3","657.07","126.3","313.76","81.05","144.6","137.54","20.52","23.32","86.68","32.39","55.85","6.44","12.13","12.08","22.2","59.65","10.95","6.2","2361","37","23.7","2.05","8.07","0.16","0.21","0.54"
"209_50ml-4","657.07","126.3","313.76","83.58","144.6","138.94","20.52","23.32","86.68","32.39","51.86","6.44","12.13","12.08","22.2","59.65","10.95","6.2","2375","37.1","23.7","2.04","8.02","0.15","0.21","0.54"
"209_50ml-5","657.07","126.3","313.76","84.43","144.6","143.15","20.97","23.73","90.15","32.39","55.85","6.44","12.13","12.88","22.2","60.76","10.95","6.2","2367","37.1","23.7","2.04","8.02","0.15","0.21","0.54"
"209_50ml-6","656.3","126.3","313.76","81.89","144.6","138.94","20.52","23.32","86.68","32.39","51.86","6.44","12.13","12.08","22.2","59.65","10.95","6.2","2369","37.1","23.7","2.05","8.02","0.16","0.21","0.54"
"209_50ml-7","656.3","126.3","313.76","90.34","144.6","153.67","22.8","25.77","97.09","32.39","56.85","6.8","12.94","13.69","22.2","65.18","10.95","6.2","2372","37.1","23.7","2.05","8.02","0.16","0.21","0.54"
"209_50ml-8","656.3","126.3","313.76","84.43","144.6","143.15","20.97","23.73","90.15","32.39","55.85","6.44","12.13","12.88","22.2","61.86","10.95","6.2","2405","37.1","23.6","2.05","7.97","0.16","0.21","0.54"
"209_50ml-9","656.3","126.3","313.76","81.89","144.6","138.94","20.52","23.32","86.68","32.39","51.86","6.44","12.13","12.08","22.2","59.65","10.95","6.2","2363","37.1","23.6","2.05","7.97","0.16","0.21","0.54"
"213_50ml-1","717.08","143.53","353.66","93.71","170.07","156.48","28.73","34.77","128.29","45.95","78.79","8.94","15.37","15.3","30.73","89.48","13.83","7.08","2334","38.2","37.2","3.95","7.5","0.25","0.34","0.86"
"213_50ml-10","708.62","141.61","350.04","91.18","167.07","152.97","27.81","33.54","124.83","45.58","73.81","8.59","14.56","14.49","30.73","88.38","13.83","6.2","2373","38.2","36","4.02","7.19","0.25","0.35","0.87"
"213_50ml-2","717.08","143.53","352.76","93.71","169.32","156.48","28.73","34.36","128.29","45.95","79.79","8.94","15.37","15.3","30.73","89.48","13.83","6.2","2333","38.2","36.2","3.97","7.5","0.25","0.34","0.87"
"213_50ml-3","716.31","143.53","352.76","101.31","169.32","169.81","31.01","37.23","138.7","45.95","78.79","9.3","16.18","16.1","30.73","96.11","13.83","7.08","2334","38.2","36.2","3.97","7.5","0.25","0.34","0.87"
"213_50ml-4","714.01","142.57","352.76","85.27","168.57","141.75","25.99","31.5","115.58","45.95","73.81","8.23","13.75","13.69","30.73","82.85","13.83","6.2","2336","38.2","36.2","3.97","7.5","0.25","0.34","0.87"
"213_50ml-5","713.24","142.57","351.85","91.18","168.57","152.97","27.81","33.54","124.83","45.95","73.81","8.59","15.37","14.49","30.73","88.38","13.83","6.2","2326","38.2","36.3","3.98","7.27","0.25","0.35","0.87"
"213_50ml-6","711.7","142.57","351.85","91.18","167.82","152.97","27.81","33.54","124.83","45.58","73.81","8.59","15.37","14.49","30.73","87.27","13.83","6.2","2313","38.2","36.3","4","7.27","0.25","0.35","0.87"
"213_50ml-7","710.93","142.57","351.85","87.8","167.82","144.55","26.9","31.91","117.89","45.58","79.79","8.23","14.56","13.69","30.73","85.06","13.83","6.2","2333","38.2","36.2","4","7.27","0.25","0.35","0.87"
"213_50ml-8","709.39","141.61","350.94","92.87","167.82","155.78","28.27","33.95","127.14","45.58","79.79","8.59","15.37","15.3","30.73","89.48","13.83","6.2","2338","38.2","36","4","7.27","0.25","0.35","0.87"
"213_50ml-9","708.62","141.61","350.94","91.18","167.82","152.97","27.81","33.13","124.83","45.58","73.81","8.59","15.37","14.49","30.73","88.38","13.83","6.2","2308","38.2","36","4.01","7.19","0.25","0.35","0.87"
"215_50ml-1","720.16","140.66","340.06","88.65","158.83","150.17","25.99","30.27","112.11","40.68","71.81","7.87","14.56","14.49","27.32","77.33","12.67","6.2","2273","38.3","29.8","3.67","7.74","0.24","0.32","0.82"
"215_50ml-10","705.54","139.7","339.15","81.89","159.58","138.24","23.71","27.82","104.02","40.68","65.83","7.15","12.94","12.88","27.32","70.7","12.67","6.2","2342","38.3","31","3.86","6.96","0.25","0.34","0.85"
"215_50ml-2","710.93","139.7","339.15","91.18","158.83","152.27","26.45","30.68","114.42","40.68","71.81","7.87","14.56","14.49","27.32","78.43","12.67","6.2","2297","38.3","30.3","3.83","7.45","0.24","0.33","0.84"
"215_50ml-3","709.39","139.7","338.25","89.49","158.83","151.57","25.99","30.27","113.27","40.68","70.81","7.87","14.56","14.49","27.32","77.33","12.67","6.2","2352","38.3","31.1","3.84","7.45","0.24","0.34","0.84"
"215_50ml-4","707.08","139.7","338.25","81.89","158.83","138.24","23.71","27.82","102.87","40.68","65.83","7.15","12.94","12.88","27.32","70.7","12.67","6.2","2354","38.3","31.1","3.85","7.45","0.25","0.34","0.85"
"215_50ml-5","706.31","139.7","338.25","86.96","159.58","148.06","25.53","29.45","110.96","40.68","65.83","7.87","13.75","14.49","27.32","76.22","12.67","6.2","2392","38.3","31.1","3.85","7.45","0.25","0.34","0.85"
"215_50ml-6","707.08","139.7","339.15","86.96","159.58","148.06","25.53","29.45","110.96","40.68","65.83","7.87","13.75","14.49","27.32","76.22","12.67","6.2","2364","38.3","31.2","3.85","7.04","0.25","0.34","0.85"
"215_50ml-7","706.31","139.7","340.97","88.65","159.58","150.87","25.99","30.27","112.11","40.68","71.81","7.87","14.56","14.49","27.32","77.33","12.67","6.2","2356","38.3","31.2","3.86","7.04","0.25","0.34","0.85"
"215_50ml-8","707.08","140.66","340.06","86.96","159.58","148.06","25.08","29.45","110.96","40.3","65.83","7.51","13.75","14.49","27.32","76.22","12.67","6.2","2355","38.3","31.1","3.86","7.04","0.25","0.34","0.85"
"215_50ml-9","706.31","139.7","339.15","86.96","159.58","148.06","25.08","29.45","109.8","40.68","66.82","7.87","13.75","13.69","27.32","76.22","12.67","6.2","2355","38.3","31","3.85","6.96","0.25","0.34","0.85"
"216_50ml-1","733.24","150.22","364.54","92.87","172.32","153.67","25.53","28.63","121.36","38.8","71.81","8.23","14.56","14.49","29.03","85.06","13.83","6.2","2322","37.9","19.6","2.13","7.08","0.16","0.22","0.55"
"216_50ml-10","729.39","149.27","362.73","95.4","172.32","159.99","26.45","29.86","127.14","38.8","76.8","8.59","15.37","14.49","29.03","87.27","13.83","6.2","2323","37.9","18.8","2.13","7.04","0.16","0.22","0.55"
"216_50ml-2","732.47","150.22","364.54","91.18","172.32","151.57","25.08","28.23","120.2","38.8","71.81","7.87","14.56","14.49","29.03","83.96","13.83","6.2","2335","37.9","19.5","2.14","7.08","0.16","0.22","0.56"
"216_50ml-3","731.7","150.22","363.64","95.4","172.32","158.59","26.45","29.45","125.98","38.8","77.79","8.23","15.37","14.49","29.03","87.27","13.83","6.2","2331","37.9","19.5","2.15","7.08","0.16","0.22","0.56"
"216_50ml-4","730.93","150.22","363.64","94.56","172.32","158.59","26.45","29.45","125.98","38.8","77.79","8.23","15.37","14.49","29.03","87.27","13.83","6.2","2329","37.9","19.1","2.15","7.08","0.16","0.22","0.56"
"216_50ml-5","730.93","150.22","363.64","94.56","172.32","158.59","26.45","29.45","125.98","38.8","77.79","8.23","15.37","14.49","29.03","87.27","13.83","6.2","2328","37.9","18.8","2.13","7.04","0.16","0.22","0.55"
"216_50ml-6","730.16","149.27","363.64","92.87","172.32","154.38","25.53","28.63","122.51","38.8","71.81","8.23","14.56","14.49","29.03","85.06","13.83","6.2","2327","37.9","18.8","2.13","7.04","0.16","0.22","0.55"
"216_50ml-7","730.16","150.22","363.64","95.4","172.32","159.99","26.45","29.86","127.14","38.8","77.79","8.59","15.37","15.3","29.03","87.27","13.83","6.2","2328","37.9","18.8","2.13","7.04","0.16","0.22","0.55"
"216_50ml-8","730.16","149.27","362.73","101.31","172.32","170.52","28.27","31.5","135.23","38.8","77.79","8.94","16.18","16.1","29.03","92.8","13.83","7.08","2324","37.9","18.8","2.13","7.04","0.16","0.22","0.55"
"216_50ml-9","730.16","150.22","362.73","92.02","172.32","154.38","25.53","28.63","122.51","38.8","71.81","8.23","14.56","14.49","29.03","85.06","13.83","6.2","2354","37.9","18.8","2.12","7.04","0.16","0.22","0.55"
"218_50ml-1","700.16","136.83","331.9","86.96","157.33","145.96","21.43","25.36","101.71","36.54","59.84","7.15","13.75","13.69","25.61","70.7","12.67","6.2","2356","38.5","28","2.29","7.71","0.17","0.23","0.58"
"218_50ml-10","693.23","135.87","330.99","88.65","155.83","149.46","21.89","26.18","104.02","36.54","65.83","7.15","13.75","13.69","25.61","71.81","12.67","6.2","2350","38.5","27.3","2.29","6.96","0.17","0.23","0.58"
"218_50ml-2","698.62","135.87","332.81","87.8","156.58","148.06","21.89","26.18","102.87","36.54","64.83","7.15","13.75","13.69","25.61","71.81","12.67","6.2","2359","38.5","27.7","2.28","7.21","0.17","0.23","0.58"
"218_50ml-3","698.62","135.87","331.9","89.49","156.58","150.17","21.89","26.18","104.02","36.54","64.83","7.15","13.75","13.69","25.61","71.81","12.67","6.2","2325","38.5","27.7","2.29","7.21","0.17","0.23","0.58"
"218_50ml-4","697.08","135.87","331.9","86.96","156.58","145.96","21.43","25.36","101.71","36.54","59.84","7.15","13.75","13.69","25.61","70.7","12.67","6.2","2362","38.5","27.7","2.29","7.21","0.17","0.23","0.58"
"218_50ml-5","696.31","135.87","330.99","89.49","156.58","150.17","21.89","26.18","105.18","36.54","65.83","7.15","13.75","14.49","25.61","71.81","12.67","6.2","2354","38.5","27.7","2.29","7.21","0.17","0.23","0.58"
"218_50ml-6","695.54","135.87","331.9","88.65","156.58","149.46","21.89","26.18","104.02","36.54","65.83","7.15","13.75","13.69","25.61","71.81","12.67","6.2","2352","38.5","27.5","2.29","7.06","0.17","0.23","0.58"
"218_50ml-7","694.77","135.87","331.9","89.49","156.58","150.17","21.89","26.18","105.18","36.16","64.83","7.15","13.75","13.69","25.61","71.81","12.67","6.2","2355","38.5","27.5","2.29","7.06","0.17","0.23","0.58"
"218_50ml-8","694","135.87","330.99","86.11","155.83","145.96","21.43","25.36","101.71","36.16","59.84","7.15","13.75","13.69","25.61","70.7","12.67","6.2","2375","38.5","27.5","2.29","7.06","0.17","0.23","0.58"
"218_50ml-9","693.23","134.92","330.99","81.05","156.58","134.73","20.06","23.73","94.78","36.54","65.83","6.8","12.94","12.88","25.61","66.28","12.67","6.2","2358","38.5","27.4","2.29","6.96","0.17","0.23","0.58"
"23_50ml-1","707.08","138.74","346.41","86.11","158.08","149.46","20.06","24.14","151.41","36.54","87.77","7.15","17.8","17.71","40.98","133.67","12.67","6.2","2372","37.6","27","2.15","7.76","0.16","0.22","0.56"
"23_50ml-10","702.46","138.74","342.78","88.65","158.08","152.97","20.97","24.54","153.72","36.54","92.76","7.15","18.61","17.71","40.13","132.57","12.67","6.2","2386","37.6","26.5","2.2","7.03","0.16","0.22","0.57"
"23_50ml-2","705.54","138.74","344.59","84.43","158.08","142.45","19.15","22.91","143.32","36.54","93.75","6.8","16.99","16.1","40.98","127.04","12.67","6.2","2365","37.6","26.9","2.16","7.39","0.16","0.22","0.56"
"23_50ml-3","705.54","138.74","344.59","89.49","158.08","155.08","20.97","24.95","157.19","36.54","93.75","7.15","18.61","17.71","40.98","135.88","12.67","6.2","2353","37.6","26.9","2.17","7.39","0.16","0.22","0.56"
"23_50ml-4","704.77","138.74","344.59","85.27","158.08","147.36","20.06","23.73","149.1","36.54","87.77","6.8","17.8","16.91","40.98","130.36","12.67","6.2","2379","37.6","26.8","2.18","7.39","0.16","0.22","0.56"
